[Timestamp;Sample number;dirOffsetM0T1;C0;V0[mV];W0;C1;V1[mV];W1;C2;V2[mV];W2;Direct M0 TS1;]
2023-05-12_134743;65;5984;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;1.242610e-01;5.960465e-03;2.024406e-01;41639 41713 41787 41861 41934 42007 42081 42155 42228 42302 42376 42447 42522 42594 42667 42740 42812 42883 42956 43028 43100 43171 43243 43315 43386 43457 43528 43599 43671 43742 43811 43884 43954 44025 44096 44165 44236 44307 44376 44448 44518 44587 44657 44726 44796 44866 44934 45003 45071 45140 45208 45276 45343 45409 45477 45543 45611 45676 45742 45807 45873 45937 46002 46066 46130 46194 46258 46321 46385 46447 46511 46573 46635 46699 46761 46824 46887 46949 47012 47075 47138 47202 47263 47327 47388 47450 47513 47576 47634 47694 47753 47812 47872 47930 47989 48046 48105 48162 48222 48279 48338 48393 48448 48502 48556 48607 48656 48702 48745 48787 48824 48858 48886 48909 48926 48937 48939 48932 48916 48889 48850 48802 48745 48687 48629 48583 48560 48571 48623 48719 48858 49033 49231 49441 49655 49862 50057 50240 50409 50565 50710 50843 50969 51086 51200 51310 51415 51520 51623 51725 51822 51916 52007 52095 52180 52260 52341 52418 52493 52565 52636 52706 52774 52841 52905 52968 53029 53087 53143 53198 53251 53304 53356 53407 53457 53506 53556 53607 53658 53711 53765 53821 53876 53933 53989 54044 54100 54157 54214 54271 54328 54384 54442 54499 54555 54612 54668 54724 54782 54841 54899 54959 55019 55079 55140 55200 55260 55320 55381 55442 55504 55567 55628 55694 55757 55822 55887 55949 56014 56077 56141 56203 56263 56328 56392 56456 56523 56589 56658 56725 56796 56864 56933 57004 57073 57142 57213 57284 57354 57425 57497 57567 57636 57703 57771 57834 57897 57958 58016 58074 58127 58183 58237 58291 58345 58395 ;
2023-05-12_134753;66;5987;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;1.095932e+00;2.980233e-04;9.801428e-01;41640 41716 41790 41863 41939 42014 42088 42162 42238 42311 42386 42460 42533 42608 42681 42756 42831 42903 42977 43050 43123 43198 43270 43344 43416 43489 43563 43636 43708 43780 43852 43925 43995 44067 44141 44211 44283 44353 44424 44496 44567 44637 44707 44777 44846 44916 44985 45053 45122 45190 45257 45325 45392 45458 45523 45588 45655 45719 45784 45849 45912 45974 46038 46100 46163 46223 46285 46347 46408 46467 46529 46590 46649 46710 46769 46831 46892 46952 47013 47073 47134 47195 47257 47319 47380 47441 47502 47562 47623 47683 47742 47800 47859 47918 47977 48036 48094 48154 48214 48272 48331 48389 48445 48501 48555 48609 48659 48705 48751 48793 48830 48866 48894 48918 48936 48943 48946 48938 48920 48890 48850 48798 48738 48675 48616 48567 48540 48548 48597 48692 48829 49003 49199 49410 49622 49828 50026 50210 50380 50537 50684 50819 50947 51067 51182 51294 51401 51507 51609 51710 51807 51900 51989 52075 52157 52236 52312 52385 52458 52529 52600 52667 52735 52802 52866 52928 52990 53049 53108 53165 53223 53277 53331 53387 53439 53493 53548 53600 53658 53712 53770 53828 53884 53941 53998 54055 54111 54165 54220 54274 54328 54381 54432 54486 54539 54590 54643 54697 54750 54806 54861 54918 54977 55037 55096 55154 55214 55275 55335 55396 55460 55524 55588 55653 55720 55788 55855 55923 55991 56059 56128 56195 56264 56334 56403 56475 56547 56621 56696 56770 56844 56917 56991 57062 57134 57206 57275 57347 57416 57485 57552 57620 57686 57751 57814 57876 57935 57993 58049 58104 58158 58212 58267 58319 58373 58426 ;
2023-05-12_134803;67;6000;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;-4.659548e-02;1.192093e-03;-3.124633e+01;41686 41761 41836 41910 41985 42058 42135 42208 42282 42358 42433 42506 42582 42655 42728 42801 42875 42948 43022 43096 43169 43241 43314 43386 43459 43532 43602 43675 43747 43818 43890 43960 44031 44102 44172 44242 44311 44380 44450 44520 44590 44658 44725 44794 44860 44926 44995 45060 45125 45192 45258 45323 45389 45454 45517 45581 45645 45707 45771 45833 45895 45957 46019 46080 46142 46202 46263 46324 46385 46445 46507 46568 46628 46689 46750 46811 46873 46934 46997 47060 47122 47185 47251 47313 47376 47439 47501 47564 47627 47689 47748 47809 47870 47930 47990 48048 48106 48163 48222 48279 48335 48391 48447 48499 48552 48601 48649 48694 48737 48777 48813 48844 48871 48895 48911 48921 48923 48916 48898 48870 48832 48784 48727 48666 48607 48560 48537 48545 48595 48688 48826 48997 49193 49400 49610 49813 50006 50185 50352 50505 50647 50779 50902 51018 51131 51240 51348 51452 51556 51656 51755 51851 51945 52033 52119 52202 52283 52360 52436 52512 52586 52657 52728 52795 52862 52927 52991 53050 53108 53164 53220 53274 53327 53378 53428 53479 53529 53579 53631 53683 53737 53790 53844 53899 53954 54009 54065 54120 54175 54230 54283 54340 54395 54450 54505 54560 54615 54672 54729 54787 54847 54907 54969 55032 55096 55159 55223 55289 55356 55422 55491 55558 55627 55697 55769 55839 55910 55979 56049 56118 56186 56252 56319 56387 56454 56524 56594 56664 56735 56807 56878 56949 57020 57090 57159 57229 57300 57368 57436 57505 57573 57642 57707 57772 57834 57894 57952 58008 58064 58117 58170 58223 58274 58327 58379 58430 ;
2023-05-12_134813;68;6006;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;-5.313503e-02;5.066395e-03;-1.469662e+00;41711 41785 41859 41933 42007 42081 42155 42228 42301 42375 42449 42522 42595 42668 42740 42812 42885 42957 43029 43102 43173 43244 43315 43388 43458 43529 43600 43671 43741 43811 43880 43950 44019 44090 44160 44228 44296 44368 44435 44504 44572 44641 44708 44776 44845 44913 44978 45045 45114 45180 45247 45312 45379 45446 45512 45576 45643 45707 45771 45835 45901 45965 46029 46093 46156 46220 46282 46344 46408 46470 46532 46594 46656 46718 46779 46841 46901 46962 47023 47084 47145 47206 47268 47327 47388 47449 47509 47570 47630 47687 47748 47805 47862 47922 47981 48040 48098 48158 48218 48276 48335 48392 48450 48503 48559 48610 48660 48706 48750 48791 48827 48859 48885 48906 48919 48926 48925 48914 48894 48862 48819 48765 48704 48639 48578 48526 48500 48505 48554 48647 48781 48954 49151 49360 49573 49778 49974 50156 50326 50484 50628 50765 50892 51013 51129 51241 51349 51456 51560 51663 51762 51857 51949 52037 52120 52201 52280 52356 52430 52501 52573 52643 52710 52776 52842 52905 52967 53025 53084 53141 53196 53250 53303 53357 53409 53461 53515 53567 53621 53676 53732 53789 53846 53904 53963 54022 54079 54138 54197 54255 54315 54373 54432 54489 54550 54608 54668 54727 54788 54848 54911 54972 55034 55098 55161 55225 55288 55351 55415 55478 55543 55611 55679 55746 55814 55883 55951 56019 56088 56156 56221 56288 56353 56420 56486 56552 56621 56690 56759 56828 56897 56966 57034 57104 57173 57243 57309 57376 57446 57513 57582 57648 57714 57779 57842 57903 57961 58017 58072 58126 58178 58229 58279 58329 58379 58426 ;
2023-05-12_134823;69;6016;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;-2.536273e-02;8.940698e-04;-1.871389e+00;41686 41761 41835 41909 41983 42057 42131 42205 42278 42351 42425 42498 42571 42644 42719 42792 42865 42938 43009 43082 43155 43227 43300 43371 43443 43515 43588 43660 43732 43804 43876 43947 44018 44090 44160 44231 44302 44372 44443 44514 44583 44653 44725 44793 44863 44932 45000 45068 45135 45202 45269 45335 45402 45466 45531 45595 45660 45722 45786 45848 45911 45972 46033 46094 46155 46216 46278 46337 46396 46457 46517 46577 46639 46699 46760 46821 46882 46943 47004 47068 47130 47194 47255 47320 47383 47446 47509 47570 47631 47691 47752 47811 47869 47928 47986 48041 48098 48154 48209 48265 48318 48372 48424 48475 48525 48573 48619 48663 48704 48742 48775 48807 48833 48854 48868 48876 48877 48867 48849 48819 48778 48729 48670 48608 48548 48500 48474 48484 48535 48630 48767 48939 49137 49348 49559 49765 49960 50142 50311 50467 50611 50745 50871 50990 51105 51215 51324 51430 51534 51636 51736 51831 51924 52011 52096 52179 52259 52336 52410 52484 52557 52627 52697 52766 52832 52898 52962 53022 53083 53142 53199 53256 53312 53369 53424 53481 53537 53592 53649 53707 53766 53828 53887 53949 54009 54068 54128 54186 54245 54304 54362 54419 54476 54533 54590 54646 54704 54759 54817 54876 54936 54997 55059 55120 55181 55243 55306 55368 55431 55493 55557 55622 55686 55752 55819 55885 55951 56015 56082 56148 56212 56277 56343 56409 56475 56543 56611 56680 56750 56821 56890 56959 57029 57099 57168 57235 57305 57370 57437 57503 57570 57633 57697 57758 57817 57875 57931 57983 58035 58084 58132 58179 58226 58274 58320 58366 ;
2023-05-12_134833;70;6014;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;2.267614e-02;8.046628e-03;-9.607705e-02;41704 41780 41854 41928 42003 42077 42152 42226 42301 42375 42450 42523 42596 42671 42744 42817 42891 42964 43038 43108 43180 43255 43326 43399 43470 43541 43612 43683 43754 43827 43896 43967 44036 44103 44172 44243 44312 44380 44449 44518 44586 44654 44722 44789 44856 44921 44989 45054 45122 45186 45253 45318 45384 45449 45514 45579 45644 45709 45772 45837 45902 45965 46028 46093 46156 46217 46281 46343 46405 46467 46528 46590 46651 46711 46771 46832 46892 46951 47012 47070 47129 47189 47249 47307 47367 47427 47487 47545 47602 47661 47718 47774 47831 47889 47945 48001 48058 48114 48171 48228 48284 48341 48392 48446 48497 48545 48594 48638 48682 48721 48756 48788 48816 48836 48852 48861 48861 48851 48833 48804 48764 48714 48655 48593 48533 48487 48462 48469 48522 48616 48755 48929 49126 49334 49549 49754 49949 50133 50304 50462 50608 50742 50869 50990 51106 51217 51326 51432 51537 51641 51741 51837 51930 52021 52108 52191 52274 52352 52430 52505 52581 52655 52727 52798 52869 52936 53003 53067 53130 53191 53250 53308 53365 53422 53478 53533 53588 53643 53699 53756 53811 53871 53928 53984 54042 54099 54156 54214 54272 54328 54385 54441 54496 54551 54607 54661 54716 54772 54828 54885 54942 55002 55061 55119 55179 55240 55300 55362 55424 55487 55551 55617 55681 55747 55814 55881 55949 56014 56081 56147 56213 56278 56343 56408 56473 56541 56607 56674 56740 56808 56877 56943 57009 57075 57140 57204 57268 57333 57394 57457 57520 57582 57643 57703 57762 57818 57875 57931 57984 58037 58089 58143 58194 58247 58302 58354 ;
2023-05-12_134843;71;6026;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;4.995229e-01;-2.980233e-04;5.040611e-01;41709 41783 41858 41929 42004 42076 42151 42224 42298 42371 42444 42517 42590 42662 42735 42807 42880 42952 43025 43096 43167 43239 43311 43383 43454 43525 43596 43667 43738 43809 43880 43952 44022 44093 44164 44233 44302 44374 44444 44514 44585 44655 44724 44792 44861 44930 44999 45067 45134 45201 45267 45334 45401 45465 45530 45592 45656 45719 45782 45844 45906 45968 46028 46088 46148 46208 46268 46328 46386 46445 46505 46565 46623 46682 46742 46800 46859 46920 46978 47040 47099 47159 47220 47279 47341 47400 47460 47520 47578 47636 47694 47751 47808 47865 47921 47979 48036 48093 48149 48207 48264 48320 48374 48427 48480 48530 48578 48624 48667 48708 48744 48776 48803 48827 48843 48852 48853 48846 48827 48799 48759 48711 48652 48592 48533 48487 48463 48473 48524 48620 48757 48932 49131 49341 49554 49761 49957 50141 50311 50469 50615 50753 50881 51004 51122 51236 51348 51457 51566 51670 51775 51873 51969 52061 52151 52237 52318 52400 52478 52555 52631 52704 52776 52847 52914 52980 53045 53107 53167 53225 53283 53339 53393 53448 53500 53553 53607 53661 53715 53769 53826 53882 53937 53994 54050 54106 54161 54216 54272 54326 54383 54437 54491 54546 54602 54655 54711 54765 54822 54878 54938 54997 55057 55119 55178 55239 55300 55361 55423 55485 55548 55612 55678 55741 55806 55871 55937 56002 56066 56131 56190 56253 56314 56375 56436 56499 56561 56626 56691 56756 56821 56887 56954 57021 57089 57155 57225 57291 57361 57431 57500 57569 57638 57706 57770 57835 57897 57957 58014 58070 58124 58177 58228 58279 58329 58381 ;
2023-05-12_134853;72;6022;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;1.480512e-01;-1.490116e-03;6.841583e-01;41700 41775 41849 41923 41997 42073 42147 42222 42296 42369 42443 42517 42590 42665 42738 42812 42885 42959 43032 43104 43175 43251 43322 43394 43465 43538 43609 43681 43752 43822 43893 43962 44033 44104 44173 44242 44312 44380 44449 44517 44585 44653 44720 44788 44853 44922 44986 45052 45117 45183 45248 45313 45377 45440 45504 45568 45630 45692 45755 45817 45877 45939 46000 46060 46121 46181 46240 46301 46360 46420 46478 46538 46597 46656 46714 46774 46834 46894 46954 47014 47074 47135 47196 47259 47319 47380 47442 47501 47563 47623 47681 47741 47798 47857 47914 47973 48029 48089 48146 48203 48261 48317 48372 48426 48478 48529 48579 48626 48671 48713 48749 48783 48811 48834 48850 48860 48860 48852 48835 48806 48767 48717 48660 48599 48541 48495 48471 48482 48534 48631 48772 48949 49149 49362 49577 49787 49986 50173 50346 50507 50656 50793 50924 51048 51167 51280 51392 51500 51608 51712 51813 51911 52005 52094 52181 52263 52344 52421 52498 52573 52647 52718 52789 52858 52925 52990 53054 53115 53174 53233 53290 53344 53397 53451 53502 53553 53604 53657 53708 53762 53816 53871 53929 53984 54041 54097 54152 54208 54265 54322 54378 54433 54489 54545 54599 54654 54709 54765 54819 54876 54933 54989 55047 55106 55166 55223 55281 55341 55399 55457 55517 55577 55636 55698 55760 55823 55886 55950 56012 56076 56140 56203 56268 56334 56400 56468 56537 56610 56680 56753 56825 56898 56972 57044 57116 57186 57255 57325 57392 57460 57526 57593 57659 57722 57784 57844 57903 57960 58015 58067 58121 58173 58225 58278 58329 58380 ;
2023-05-12_134903;73;6022;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;2.557150e-02;3.874302e-03;4.298761e-01;41705 41780 41854 41927 42002 42075 42149 42222 42295 42369 42442 42516 42588 42660 42733 42805 42877 42950 43021 43093 43166 43236 43307 43377 43448 43519 43590 43660 43730 43800 43869 43938 44009 44076 44145 44214 44282 44351 44419 44487 44555 44623 44691 44757 44823 44889 44955 45021 45085 45151 45215 45279 45342 45407 45471 45533 45597 45660 45723 45785 45848 45909 45972 46034 46094 46158 46217 46280 46340 46400 46462 46523 46583 46645 46705 46765 46825 46886 46946 47008 47070 47131 47193 47254 47318 47378 47441 47501 47562 47621 47682 47741 47800 47859 47918 47977 48037 48093 48151 48209 48265 48322 48378 48433 48484 48535 48586 48633 48677 48718 48755 48789 48818 48841 48860 48870 48874 48868 48851 48826 48787 48741 48687 48629 48573 48529 48510 48522 48576 48673 48814 48990 49190 49403 49617 49826 50024 50208 50379 50536 50682 50817 50946 51067 51183 51296 51405 51512 51617 51721 51821 51921 52014 52103 52189 52272 52351 52428 52503 52577 52647 52716 52784 52851 52916 52979 53039 53099 53156 53214 53268 53323 53377 53431 53483 53536 53591 53644 53700 53755 53811 53867 53923 53981 54037 54094 54150 54205 54259 54314 54369 54422 54475 54529 54579 54631 54681 54734 54785 54838 54892 54947 55002 55059 55116 55175 55235 55295 55356 55417 55480 55545 55612 55680 55749 55819 55888 55958 56028 56096 56165 56232 56300 56366 56433 56500 56569 56637 56706 56775 56844 56914 56982 57050 57119 57187 57255 57324 57390 57458 57527 57593 57660 57725 57787 57848 57907 57963 58016 58069 58120 58171 58222 58271 58324 58374 ;
2023-05-12_134913;74;6048;0.000000e+00;0.000000e+00;nan;0.000000e+00;0.000000e+00;nan;2.902155e-01;-2.980233e-04;6.774440e-01;41674 41748 41821 41894 41969 42041 42116 42189 42264 42336 42409 42481 42554 42626 42697 42770 42841 42915 42986 43057 43129 43200 43271 43342 43412 43483 43552 43624 43693 43762 43831 43901 43971 44041 44108 44179 44246 44316 44383 44452 44521 44588 44657 44725 44793 44860 44928 44995 45060 45128 45194 45260 45326 45391 45457 45521 45586 45649 45714 45777 45840 45904 45964 46026 46088 46151 46211 46274 46335 46397 46456 46517 46578 46640 46701 46763 46823 46884 46944 47006 47067 47129 47191 47253 47316 47379 47439 47499 47560 47620 47680 47739 47800 47858 47916 47975 48035 48094 48152 48211 48270 48328 48385 48441 48497 48550 48601 48651 48697 48740 48781 48817 48847 48874 48892 48901 48905 48899 48882 48854 48816 48766 48709 48649 48589 48543 48520 48529 48580 48676 48815 48991 49190 49402 49617 49824 50021 50205 50376 50536 50683 50818 50947 51066 51183 51292 51401 51507 51609 51709 51807 51901 51990 52078 52161 52242 52319 52396 52471 52544 52616 52688 52758 52828 52895 52960 53024 53087 53148 53206 53262 53318 53373 53427 53479 53531 53583 53635 53688 53741 53793 53847 53900 53954 54006 54060 54111 54163 54216 54268 54320 54372 54425 54478 54532 54587 54642 54698 54755 54813 54873 54933 54995 55058 55121 55185 55248 55313 55377 55440 55505 55571 55637 55704 55770 55837 55903 55970 56036 56101 56167 56232 56296 56362 56429 56496 56564 56633 56702 56772 56842 56912 56980 57049 57117 57184 57251 57318 57383 57449 57514 57581 57646 57711 57775 57838 57899 57958 58016 58072 58128 58184 58240 58293 58347 58400 ;
